userPlantName,cleanedPlantName,sciName,genus,itis_id,rank,notes,isConifer
Wisteria,Wisteria,Wisteria,Wisteria,27019,genus,,0
Japanese zelkova,Japanese zelkova,Zelkova serrata,Zelkova,505790,species,,0
Zelkova serrata,Zelkova serrata,Zelkova serrata,Zelkova,505790,species,,0
Birch spp.,Birch,Betula,Betula,19478,genus,,0
N/A,NA,NA,NA,NA,NA,,0
Elm spp.,Elm,Ulmus,Ulmus,19048,genus,,0
Hop hornbeam,Hophornbeam,Ostrya,Ostrya,19508,genus,,0
Dogwood spp.,Dogwood,Cornus,Cornus,27798,genus,,0
Basswood spp.,Basswood,Tilia,Tilia,21535,genus,,0
Honey suckle,Honeysuckle,Lonicera,Lonicera,35281,genus,,0
Hydrangeas,Hydrangea,Hydrangea,Hydrangea,24194,species,,0
Serviceberry spp.,Serviceberry,Amelanchier,Amelanchier,25108,species,,0
Hackberry spp.,Hackberry,Celtis,Celtis,19039,genus,,0
Hickory spp.,Hickory,Carya,Carya,19223,genus,,0
Cherry and plum spp.,Cherry plum,Prunus,Prunus,24772,species,,0
Prunus spp.,Prunus,Prunus,Prunus,24772,species,,0
Vaccinium spp,Vaccinium,Vaccinium,Vaccinium,23571,species,,0
Rhododendron sp,Rhododendron,Rhododendron,Rhododendron,23700,species,,0
White fir,White fir,Abies concolor,Abies,181826,species,,1
Maple spp.,Maple,Acer,Acer,28727,species,,0
Oak spp.,Oak,Quercus,Quercus,19276,genus,,0
Quercus spp.,Quercus,Quercus,Quercus,19276,genus,,0
White-cedar spp.,White-cedar,Chamaecyparis thyoides,Chamaecyparis,18046,species,,0
Magnolia spp.,Magnolia,Magnolia,Magnolia,18069,genus,,0
Ironwood,Ironwood,Olneya tesota,Olneya,26808,species,,0
Blueberry vaccinium sp.,Blueberry,Vaccinium,Vaccinium,23571,genus,,0
Maple leaf viburnum,Mapleleaf viburnum,Viburnum acerifolium,Viburnum,35255,species,,0
Hawthorn spp.,Hawthorn,Crataegus,Crataegus,24539,genus,,0
Willow spp.,Willow,Salix,Salix,22476,genus,,0
Red osier dogwood,Redosier dogwood,Cornus sericea,Cornus,501637,species,,0
Apple spp.,Apple,Malus,Malus,25254,genus,,0
Simplocos tinctoria,Symplocos tinctoria,Symplocos tinctoria,Symplocos,23878,species,,0
Walnut spp.,Walnut,Juglans,Juglans,19248,genus,,0
Hop-hornbeam,Hophornbeam,Ostrya,Ostrya,19508,genus,,0
Red-osier dogwood,Redosier dogwood,Cornus sericea,Cornus,501637,species,,0
Ulmus sp.,Elm,Ulmus,Ulmus,19048,genus,,0
American yellowwood,Yellowwood,Cladrastis kentukea,Cladrastis,26539,species,,0
Red osier dogwood (cornus sericea),Redosier dogwood,Cornus sericea,Cornus,501637,species,,0
Ash spp.,Ash,Fraxinus,Fraxinus,32928,genus,,0
Alder spp.,Alder,Alnus,Alnus,19466,genus,,0
Unknown,NA,NA,NA,NA,NA,,NA
Buckeye spp.,Buckeye,Aesculus,Aesculus,28714,genus,,0
Beech spp.,Beech,Fagus,Fagus,19461,genus,,0
Rhododendron spp.,Rhododendron,Rhododendron,Rhododendron,23700,species,,0
Clerya spp.,Clerya,Unknown,Unknown,NA,genus,possibly Cleyera?,0
Camellia spp.,Camellia,Camellia,Camellia,500689,genus,,0
Catalpa spp.,Catalpa,Catalpa,Catalpa,34312,genus,,0
Azalea spp.,Azalea,Rhododendron,Rhododendron,23700,species,,0
Symplocos tinctotria,Symplocos tinctoria,Symplocos tinctoria,Symplocos,23878,species,,0
Pear tree,Pear,Pyrus,Pyrus,25294,genus,,0
Sweet gum,Sweetgum,Liquidambar,Liquidambar,19026,species,,0
Sumac?,Sumac,Rhus,Rhus,28772,genus,,0
Sumac spp.,Sumac,Rhus,Rhus,28772,genus,,0
Mulberry spp.,Mulberry,Morus,Morus,19064,genus,,0
Quihoui???,Waxyleaf privet,Ligustrum quihoui,Ligustrum,32978,species,,0
Olive quihoui??,Waxyleaf privet,Ligustrum quihoui,Ligustrum,32978,species,,0
Privet spp.,Privet,Ligustrum,Ligustrum,32973,genus,,0
Bush honeysuckle (caprifoliaceae family),Bush honeysuckle,Diervilla,Diervilla,35309,genus,,0
Box elder (acer negundo),Boxelder,Acer negundo,Acer,28749,species,,0
Sycamore spp.,Sycamore,Platanus,Platanus,19019,genus,,0
Calycanthus sp.,Calycanthus,Calycanthus,Calycanthus,18139,genus,,0
Blueberry spp.,Blueberry,Vaccinium,Vaccinium,23571,genus,,0
Boxelder maple,Boxelder maple,Acer negundo,Acer,28749,species,,0
California-laurel,California laurel,Umbellularia,Umbellularia,18207,species,,0
Viburnum spp.,Viburnum,Viburnum,Viburnum,35249,genus,,0
American witch-hazel,American witchhazel,Hamamelis virginiana,Hamamelis,19033,species,,0
Hawthorn sp.,Hawthorn,Crataegus,Crataegus,24539,genus,,0
8,NA,NA,NA,NA,NA,,0
9,NA,NA,NA,NA,NA,,0
Viburnum sp,Viburnum,Viburnum,Viburnum,35249,genus,,0
Persimmon spp.,Persimmon,Diospyros,Diospyros,23853,genus,,0
Crab apple sp,Apple,Malus,Malus,25254,genus,,0
Yew spp.,Yew,Taxus,Taxus,194882,genus,,1
Honeysuckle spp.,Honeysuckle,Lonicera,Lonicera,35281,genus,,0
Burr oak,Bur oak,Quercus macrocarpa,Quercus,19287,species,,0
Buxus spp.,Buxus,Buxus,Buxus,28022,genus,,0
Yaupon,Yaupon,Ilex vomitoria,Ilex,27986,species,,0
Pear spp.,Pear,Pyrus,Pyrus,25294,genus,,0
Ficus spp.,Ficus,Ficus,Ficus,19081,species,,0
Carpinus spp.,Carpinus,Carpinus,Carpinus,19503,species,,0
Feijoa sellowiana,Acca sellowiana,Acca sellowiana,Acca,834974,species,,0
Olea spp.,Olea,Olea,Olea,32989,genus,,0
Osmanthus fragrans,Osmanthus fragrans,Osmanthus fragrans,Osmanthus,505977,species,,0
Illicium spp.,Illicium,Illicium,Illicium,18082,genus,,0
Magnolia figo,Magnolia figo,Magnolia figo,Magnolia,NA,species,according to Global Names Resolver it's recognized in databases like Open Tree of Life Reference Taxonomy,0
Asimina spp.,Asimina,Asimina,Asimina,18108,genus,,0
Eastern sweet shrub,Eastern sweetshrub,Calycanthus floridus,Calycanthus,18142,species,,0
Lilac spp.,Lilac,Syringa,Syringa,32994,genus,,0
Virburnum,Viburnum,Viburnum,Viburnum,35249,genus,,0
Gardenia spp.,Gardenia,Gardenia,Gardenia,35159,genus,,0
Forsythia spp.,Forsythia,Forsythia,Forsythia,32961,genus,,0
Carolina laurel cherry,Carolina laurelcherry,Prunus caroliniana,Prunus,24771,species,,0
White spruce,White spruce,Picea glauca,Picea,183295,species,,1
Cherry spp.,Cherry,Prunus,Prunus,24762,genus,,0
Amelanchier alnifolia,Amelanchier alnifolia,Amelanchier alnifolia,Amelanchier,25109,species,,0
Green alder,Green alder,Alnus viridis,Alnus,181892,species,,0
Buxus sempervirens,Buxus sempervirens,Buxus sempervirens,Buxus,501097,species,,0
Euonymus japonicus,Euonymus japonicus,Euonymus japonicus,Euonymus,894987,species,,0
Nerium oleander,Nerium oleander,Nerium oleander,Nerium,30184,species,,0
Viburnum tinus,Viburnum tinus,Viburnum tinus,Viburnum,505680,species,,0
Nothoscordum gracile (onionweed),Nothoscordum gracile,Nothoscordum gracile,Nothoscordum,503967,species,,0
Texas sophora,Styphnolobium affine,Styphnolobium affine,Styphnolobium,820256,species,,0
Lombardy poplar,Lombardy's poplar,Populus nigra,Populus,22468,species,,0
Yucca rostrata,Yucca rostrata,Yucca rostrata,Yucca,43150,species,,0
American beautyberry,American beautyberry,Callicarpa americana,Callicarpa,32144,species,,0
Carolina cherry laurel,Carolina laurelcherry,Prunus caroliniana,Prunus,24771,species,,0
Gum bumelia,Gum bully,Sideroxylon lanuginosum,Sideroxylon,505219,species,,0
Leatherleaf mahonia,Beale's barberry,Berberis bealei,Berberis,509499,species,,0
Stretchberry,Stretchberry,Forestiera pubescens,Forestiera,32957,species,,0
Chinese holly,Chinese holly,Ilex cornuta,Ilex,503155,species,,0
Heavenly bamboo,Heavenly bamboo,Nandina domestica,Nandina,18848,species,,0
Groundsel tree,Eastern baccharis,Baccharis halimifolia,Baccharis,35682,species,,0
Chinese privet,Chinese privet,Ligustrum sinense,Ligustrum,32979,species,,0
Fishpole bamboo,Golden bamboo,Phyllostachys aurea,Phyllostachys,42023,species,,0
Japanese spindle tree,Japanese spindletree,Euonymus japonicus,Euonymus,894987,species,,0
Common gardenia,Common gardenia,Gardenia volkensii,Gardenia,845972,species,,0
Tree privet,Tree privet,Ligustrum lucidum,Ligustrum,503450,species,,0
Reeves spiraea,Reeve's meadowsweet,Spiraea cantoniensis,Spiraea,505334,species,,0
Buttonwood-mangrove,Button mangrove,Conocarpus erectus,Conocarpus,27766,species,,0
Strawberry bush,Strawberry bush,Euonymus americanus,Euonymus,27947,species,,0
Winged eonymous,Winged euonymus,Euonymus alatus,Euonymus,27946,species,,0
Viburnum rhytidophyllum,Viburnum rhytidophyllum,Viburnum rhytidophyllum,Viburnum,505679,species,,0
Silver poplar,White poplar,Populus alba,Populus,22451,species,,0
Mountain maple,Mountain maple,Acer spicatum,Acer,28758,species,,0
Carolina laurelcherry,Carolina laurelcherry,Prunus caroliniana,Prunus,24771,species,,0
Bigleaf snowbell,Bigleaf snowbell,Styrax grandifolius,Styrax,505399,species,,0
American sweetgum,American sweetgum,Liquidambar styraciflua,Liquidambar,19027,species,,0
Sweetbay magnolia,Sweetbay,Magnolia virginiana,Magnolia,18070,species,,0
Prunus spp. (apricot),Prunus,Prunus,Prunus,24762,genus,,0
Prunus spp. (cherry),Prunus,Prunus,Prunus,24762,genus,,0
Punica spp.,Punica,Punica,Punica,27277,genus,,0
Camptotheca spp.,Camptotheca,Camptotheca,Camptotheca,500635,species,,0
Viburnum awabuki,Sweet arrowwood,Viburnum odoratissimum,Viburnum,505678,species,,0
Eriobotrya japonica,Eriobotrya japonica,Eriobotrya japonica,Eriobotrya,502403,species,,0
Silverbell spp.,Silverbell,Halesia,Halesia,23863,species,,0
Black haw,Black haw,Viburnum prunifolium,Viburnum,35253,species,,0
Pussy willow,Pussy willow,Salix discolor,Salix,22524,species,,0
Prunus spp.(plum),Prunus,Prunus,Prunus,24762,genus,,0
Cockspur hawthorn,Cockspur hawthorn,Crataegus crus-galli,Crataegus,24552,species,,0
Honey locust,Honey locust,Gleditsia triacanthos,Gleditsia,26714,species,,0
Winged euonymus,Winged euonymus,Euonymus alatus,Euonymus,27946,species,,0
Prunus laurocerasus,Prunus laurocerasus,Prunus laurocerasus,Prunus,24786,species,,0
Japanese cherry,Japanese flowering cherry,Prunus serrulata,Prunus,506233,species,,0
Alnus crispa,Alnus viridis ssp. crispa,Alnus viridis ssp. crispa,Alnus,181894,species,,0
Rosa acicularis,Rosa acicularis,Rosa acicularis,Rosa,24812,species,,0
Rubus idaeus,Rubus idaeus,Rubus idaeus,Rubus,24947,species,,0
Lonicera involucrata,Lonicera involucrata,Lonicera involucrata,Lonicera,35297,species,,0
Franklin tree,Franklin tree,Franklinia alatamaha,Franklinia,21384,species,,0
Crepe myrtle spp.,Crepe myrtle,Lagerstroemia,Lagerstroemia,27109,genus,,0
Prunus salicina,Prunus salicina,Prunus salicina,Prunus,506232,species,,0
Na,NA,NA,NA,NA,NA,,NA
Tilia tomentosa,Tilia tomentosa,Tilia tomentosa,Tilia,845764,species,,0
Ulmus carpinifolia,Ulmus procera,Ulmus procera,Ulmus,19056,species,,0
Pitch pine,Pitch pine,Pinus rigida,Pinus,183376,species,,1
Sassafras spp.,Sassafras,Sassafras,Sassafras,18157,genus,,0
Cedar elm,Cedar elm,Ulmus crassifolia,Ulmus,19052,species,,0
Loblolly pine,Loblolly pine,Pinus taeda,Pinus,18037,species,,1
Prickly ash,Pricklyash,Zanthoxylum,Zanthoxylum,28849,species,,0
Fremont cottonwood,Fremont's cottonwood,Populus fremontii,Populus,22459,species,,0
Rosa spp.,Rosa,Rosa,Rosa,24807,species,,0
Cypress spp.,Cypress,Cupressus,Cupressus,183455,genus,,0
Elderberry spp.,Elderberry,Sambucus,Sambucus,35315,genus,,0
Eastern cottonwood,Eastern cottonwood,Populus deltoides,Populus,22445,species,,0
"Azalea, rhododendron spp.",Rhododendron,Rhododendron,Rhododendron,23700,genus,,0
Post oak,Post oak,Quercus stellata,Quercus,19422,species,,0
Shortleaf pine,Shortleaf pine,Pinus echinata,Pinus,183335,species,,1
Syringa vulgaris,Syringa vulgaris,Syringa vulgaris,Syringa,32996,species,,0
Horse chestnut,Horse chestnut,Aesculus hippocastanum,Aesculus,28721,species,,0
Arizona white oak,Arizona white oak,Quercus arizonica,Quercus,19292,species,,0
Norway spruce,Norway spruce,Picea abies,Picea,183289,species,,1
Shining willow,Shining willow,Salix lucida,Salix,22554,species,,0
Myrobalan plum,Myrobalan plum,Prunus cerasifera,Prunus,24772,species,,0
Magnolia kobus,Magnolia kobus,Magnolia kobus,Magnolia,895295,species,,0
Prunus serulata (japanese cherry blossom),Prunus serrulata,Prunus serrulata,Prunus,506233,species,,0
Prunus sargentii,Prunus sargentii,Prunus sargentii,Prunus,NA,species,according to Global Names Resolver it's recognized in databases like The International Plant Names Index,0
Amelanchier,Amelanchier,Amelanchier,Amelanchier,25108,genus,,0
Prunus rosaceae,Prunus,Prunus,Prunus,24762,genus,,0
Staghorn sumac,Staghorn sumac,Rhus typhina,Rhus,28777,species,,0
Cottonwood and poplar spp.,Populus,Populus,Populus,22444,genus,,0
Buckthorn spp.,Buckthorn,Rhamnus,Rhamnus,28561,genus,,0
Quercus hemispherica,Quercus hemisphaerica,Quercus hemisphaerica,Quercus,195108,species,,0
Prunus umbellata,Prunus umbellata,Prunus umbellata,Prunus,24805,species,,0
Ilex ambigua,Ilex ambigua,Ilex ambigua,Ilex,27987,species,,0
Hibiscus coccineus albus,Hibiscus coccineus,Hibiscus coccineus,Hibiscus,21625,species,,0
Quercus nuttallii,Quercus texana,Quercus texana,Quercus,195188,species,,0
Hibiscus moscheutos,Hibiscus moscheutos,Hibiscus moscheutos,Hibiscus,21612,species,,0
Eastern redcedar,Eastern redcedar,Juniperus virginiana,Juniperus,18048,species,,1
Southern arrowwood,Southern arrowwood,Viburnum dentatum,Viburnum,35251,species,,0
Cucumbertree,Cucumbertree,Magnolia acuminata,Magnolia,18071,species,,0
Redcedar/juniper spp.,Juniperus,Juniperus,Juniperus,18047,genus,,1
Red pine,Red pine,Pinus resinosa,Pinus,183375,species,,1
Witch-hazel,Witch hazel,Hamamelidaceae,Hamamelidaceae,19025,genus,,0
Winged sumac,Winged sumac,Rhus copallinum,Rhus,504754,species,,0
Lonicera sempervirens,Lonicera sempervirens,Lonicera sempervirens,Lonicera,35303,species,,0
Water hickory,Water hickory,Carya aquatica,Carya,845188,species,,0
Blackgum tupelo,Blackgum,Nyssa sylvatica,Nyssa,27821,species,,0
Yaupon holly,Yaupon,Ilex vomitoria,Ilex,27986,species,,0
Chastetree,Chastetree,Vitex,Vitex,32220,genus,,0
Duranta,Duranta,Duranta,Duranta,32168,genus,,0
Golden thryallis,Galphimia glauca,Galphimia glauca,Galphimia,847560,species,,0
Lantana,Lantana,Lantana,Lantana,32173,genus,,0
Southern red cedar,Southern red-cedar,Juniperus virginiana var. silicicola,Juniperus,528648,species,,1
Cabbage palmetto,Cabbage palmetto,Sabal palmetto,Sabal,42506,species,,0
Silverberry,Silverberry,Elaeagnus commutata,Elaeagnus,27771,species,,0
Loropetalum,Loropetalum,Loropetalum,Loropetalum,NA,genus,according to Global Names Resolver it's recognized in databases like Open Tree of Life Reference Taxonomy,0
Chinese elm,Chinese elm,Ulmus parvifolia,Ulmus,19055,species,,0
Windy salvia,Salvia,Salvia,Salvia,32680,genus,a hybrid I believe,0
Eastern baccharis,Eastern baccharis,Baccharis halimifolia,Baccharis,35682,species,,0
Pine spp.,Pine,Pinus,Pinus,18035,genus,,1
Nannyberry,Nannyberry,Viburnum lentago,Viburnum,35266,species,,0
Hophornbeam spp.,Hophornbeam,Ostrya,Ostrya,19508,genus,,0
Tree of heaven,Tree of heaven,Ailanthus altissima,Ailanthus,28827,species,,0
Tupelo spp.,Tupelo,Nyssa,Nyssa,27820,genus,,0
Hazelnut spp.,Hazelnut,Corylus,Corylus,19505,genus,,0
Fringetree spp.,Fringetree,Chionanthus,Chionanthus,32948,species,,0
Spicebush spp.,Spicebush,Lindera,Lindera,18146,genus,,0
Bebb willow,Bebb's willow,Salix bebbiana,Salix,22507,species,,0
Dpwny arrowwood,Downy arrowwood,Viburnum rafinesqueanum,Viburnum,823482,species,,0
Downy arrowwood,Downy arrowwood,Viburnum rafinesqueanum,Viburnum,823482,species,,0
Deutzia spp.,Deutzia,Deutzia,Deutzia,24324,genus,,0
Fig spp.,Fig,Ficus,Ficus,19081,genus,,0
Muscadine,Muscadine,Vitis rotundifolia,Vitis,28609,species,,0
Freeman maple,Freeman's maple,Acer X freemanii,Acer,500949,species,,0
Beaked hazelnut,Beaked hazelnut,Corylus cornuta,Corylus,19507,species,,0
Locust spp.,Locust,Robinia,Robinia,26184,genus,,0
Salvia,Salvia,Salvia,Salvia,32680,species,NA,0
Virginia roundleaf birch,Virginia roundleaf birch,Betula uber,Betula,19502,species,NA,0
Japanese snowball,Japanese snowball,Viburnum plicatum,Viburnum,35272,species,NA,0
Bigtooth maple,Bigtooth maple,Acer grandidentatum,Acer,28760,species,NA,0
Viburnum lantana,Viburnum lantana,Viburnum lantana,Viburnum,35264,species,NA,0
Linden arrowwood,Linden arrowwood,Viburnum dilatatum,Viburnum,505677,species,NA,0
Fraser fir,Fraser fir,Abies fraseri,Abies,181829,species,NA,1
Red spruce,Red spruce,Picea rubens,Picea,18034,species,NA,1
Pinkshell azalea,Pinkshell azalea,Rhododendron vaseyi,Rhododendron,23730,species,NA,0
Crapemyrtle,Crapemyrtle,Lagerstroemia indica,Lagerstroemia,27110,species,NA,0
Smooth sumac,Smooth sumac,Rhus glabra,Rhus,28782,species,NA,0
Chinkapin oak,Chinkapin oak,Quercus muehlenbergii,Quercus,504714,species,NA,0
Box elder,Box elder,Acer negundo,Acer,28749,species,NA,0
Clethra alnifolia,Clethra alnifolia,Clethra alnifolia,Clethra,23454,species,NA,0
Mountain-ash spp.,Mountain-ash,Sorbus,Sorbus,25318,genus,NA,0
Gambel oak,Gambel's oak,Quercus gambelii,Quercus,19337,genus,NA,0
Boxwood spp.,Buxus,Buxus,Buxus,28022,genus,NA,0
L,NA,NA,NA,NA,NA,NA,0
Sweetshrub spp.,Sweetshrub,Calycanthus,Calycanthus,18139,genus,NA,0
Hornbeam spp.,Hornbeam,Carpinus,Carpinus,19503,genus,NA,0
Chestnut spp.,Chestnut,Castanea,Castanea,19451,genus,NA,0
Chickasaw plum,Chickasaw plum,Prunus angustifolia,Prunus,NA,species,,0
Prunus angustifolia,Prunus angustifolia,Prunus angustifolia,Prunus,NA,species,,0
Euonymus,Euonymus,Euonymus,Euonymus,27945,genus,NA,NA
Balsam fir,Balsam fir,Abies balsamea,Abies,18032,species,NA,NA
Minniebush,Minniebush,Menziesia pilosa,Menziesia,23685,species,NA,NA
Cornus racemosa,Cornus racemosa,Cornus racemosa,Cornus,501635,species,NA,NA
Coastal plain willow,Coastal plain willow,Salix caroliniana,Salix,22516,species,NA,NA
Viburnum opulus,Viburnum opulus,Viburnum opulus,Viburnum,35270,species,NA,NA
Burningbush,Burningbush,Euonymus alatus,Euonymus,27946,species,NA,NA
Northern bayberry,Northern bayberry,Morella pensylvanica,Morella,507904,species,NA,NA
Coastal sweetpepperbush,Coastal sweetpepperbush,Clethra alnifolia,Clethra,23454,species,NA,NA
Desert olive,Desert olive,Forestiera pubescens,Forestiera,32957,species,NA,NA
Nanking cherry,Nanking cherry,Prunus tomentosa,Prunus,504627,species,NA,NA
Allegheny blackberry,Allegheny blackberry,Rubus allegheniensis,Rubus,24866,species,NA,NA
Japanese yew,Japanese yew,Taxus cuspidata,Taxus,194886,species,NA,NA
Star magnolia,Star magnolia,Magnolia stellata,Magnolia,506192,species,NA,NA
Scarlet hawthorn,Scarlet hawthorn,Crataegus coccinea,Crataegus,24549,species,NA,NA
Oriental arborvitae,Oriental arborvitae,Platycladus orientalis,Platycladus,183445,species,NA,NA
Burning bush,Burning bush,Euonymus alatus,Euonymus,27946,species,NA,NA
Rosa nutkana,Rosa nutkana,Rosa nutkana,Rosa,24835,species,NA,NA
Western serviceberry,Western serviceberry,Amelanchier alnifolia,Amelanchier,25109,species,NA,NA
Western redcedar,Western redcedar,Thuja plicata,Thuja,18044,species,NA,NA
Rubus spectabilis,Rubus spectabilis,Rubus spectabilis,Rubus,25051,species,NA,NA
Oemleria cerasiformis,Oemleria cerasiformis,Oemleria cerasiformis,Oemleria,25268,species,NA,NA
Western hemlock,Western hemlock,Tsuga heterophylla,Tsuga,183400,species,NA,NA
Vaccinium parvifolium,Vaccinium parvifolium,Vaccinium parvifolium,Vaccinium,23612,species,NA,NA
Rhododendron groenlandicum,Rhododendron groenlandicum,Rhododendron groenlandicum,Rhododendron,520050,species,NA,NA
Douglas-fir,Douglas-fir,Pseudotsuga menziesii,Pseudotsuga,183424,species,NA,NA
Populus trichocarpa,Populus trichocarpa,Populus trichocarpa,Populus,195735,species,NA,NA
Spiraea douglasii,Spiraea douglasii,Spiraea douglasii,Spiraea,25334,species,NA,NA
Western white pine,Western white pine,Pinus monticola,Pinus,183356,species,NA,NA
Grand fir,Grand fir,Abies grandis,Abies,183284,species,NA,NA
Acer circinatum,Acer circinatum,Acer circinatum,Acer,28740,species,NA,NA
Red alder,Red alder,Alnus rubra,Alnus,19474,species,NA,NA
Sweetleaf,Sweetleaf,Symplocos tinctoria,Symplocos,23878,species,NA,NA
Eastern white cedar,Eastern white cedar,Thuja occidentalis,Thuja,505490,species,NA,NA
Allegheny serviceberry,Allegheny serviceberry,Amelanchier arborea,Amelanchier,25110,species,NA,NA
Peachleaf willow,Peachleaf willow,Salix amygdaloides,Salix,22499,species,NA,NA
Wayfaring tree,Wayfaring tree,Viburnum lantana,Viburnum,35264,species,NA,NA
"Used to be n/a, did not check location change box",NA,NA,NA,NA,NA,NA,NA
Used to be white fir did not check location change box,NA,NA,NA,NA,NA,NA,NA
Malus spp. (northern spy),Malus domestica,Malus domestica,Malus,516655,species,NA,NA
Prunus spp. (mount royal plum),Prunus domestica,Prunus domestica,Prunus,24774,species,NA,NA
Aesculus carnea (x hippocastanum & pavia),Aesculus X carnea,Aesculus X carnea,Aesculus,507853,species,NA,NA
Used to be oak spp and checked location change box,NA,NA,NA,NA,NA,NA,NA
Japanes tree lilac,Syringa reticulata,Syringa reticulata,Syringa,507196,species,NA,NA
Swamp red oak,Quercus shumardii,Quercus shumardii,Quercus,19417,species,NA,NA
Crab apple spp,Malus,Malus,Malus,25254,genus,NA,NA
Crab apple,Malus,Malus,Malus,25254,genus,NA,NA
Canada plum,Prunus nigra,Prunus nigra,Prunus,24796,species,NA,NA
Asian pear,Pyrus pyrifolia,Pyrus pyrifolia,Pyrus,25296,species,NA,NA
Dove tree,Davidia involucrata,NA,NA,NA,NA,NA,NA
Sambucus pubens,Sambucus racemosa,Sambucus racemosa,Sambucus,35326,species,NA,NA
Currant spp.,Ribes,Ribes,Ribes,24448,genus,NA,NA
Common hibiscus,Hibiscus,Hibiscus,Hibiscus,21611,genus,NA,NA
Fir spp.,Abies,Abies,Abies,18031,genus,NA,NA
Spruce spp.,Picea,Picea,Picea,18033,genus,NA,NA
Eugenia foetida - spanish stopper,Eugenia foetida,Eugenia foetida,Eugenia,27208,species,NA,NA
Coccoloba diversifolia - pigeon plum,Coccoloba diversifolia,Coccoloba diversifolia,Coccoloba,21038,species,NA,NA
Capparis cynophallophora - jamaican caper,Quadrella cynophallophora,Quadrella cynophallophora,Quadrella,823036,species,NA,NA
Krugiodendron ferreum - ironwood,Krugiodendron ferreum,Krugiodendron ferreum,Krugiodendron,28558,species,NA,NA
Ardisia escallonioides - marlberry,Ardisia escallonioides,Ardisia escallonioides,Ardisia,836229,species,NA,NA
Psychotria tenuifolia - wild coffee,Psychotria tenuifolia,Psychotria tenuifolia,Psychotria,35128,species,NA,NA
Eugenia axillaris - white stopper,Eugenia axillaris,Eugenia axillaris,Eugenia,27199,species,NA,NA
Gymnanthes lucida - crabwood,Gymnanthes lucida,Gymnanthes lucida,Gymnanthes,502845,species,NA,NA
Guapira discolor - blolly,Guapira discolor,Guapira discolor,Guapira,19595,species,NA,NA
Spondias purpurea - jocote,Spondias purpurea,Spondias purpurea,Spondias,28817,species,NA,NA
Randia aculeata - white indigoberry,Randia aculeata,Randia aculeata,Randia,35131,species,NA,NA
Common pinyon,Pinus edulis,Pinus edulis,Pinus,183336,species,NA,NA
